event_id,magnitude,magnitude_type,location_1_lat,location_1_lon,wfo,UTC_begin_time,UTC_end_time,delta_time_min,event_narrative,episode_narrative
964026,50.0,MG,40.37,-97.932,GID,2021-06-24 22:00,2021-06-24 22:00,0.0,A wind gust of 58 MPH was measured by a mesonet station located 2 miles east of Edgar.,"For about three hours on this Thursday afternoon, the southeastern quadrant of South Central Nebraska saw a flare-up of eastward-tracking, strong-to-severe thunderstorms, yielding fairly localized swaths of large hail up to golf ball size and wind gusts estimated up to around 70 MPH. All hail reports were actually associated with the first severe storm of the day, an initially-isolated cell that rumbled along the borders between Adams/Hall and Clay/Hamilton counties mainly 4-5 p.m. CDT, dropping stones up to golf ball size in Hansen and Trumbull. During nearly that same time frame, a separate severe-warned storm (unverified) blossomed about 25 miles to the south, advancing from northern Webster into southern Clay County. By 5 p.m. CDT these two storms had merged into a small-scale complex over eastern Clay County, signaling a transition to more of a damaging wind threat as it marched across Fillmore County over the next hour. Along the way, tree damage was reported near Milligan and Exeter, and estimated 70 MPH gusts overturned irrigation pivots near Grafton. By 6:30 p.m. this convection departed Fillmore County to the east, ending this relatively brief/localized round of severe storms within South Central Nebraska.||As for the meteorological background, the local area resided under quasi-zonal flow in the mid-upper levels, well-downstream from an upper low just off the California coast that was ejecting various low-amplitude disturbances east-northeastward into the Central Plains. One of these upper waves arrived on scene into central Nebraska by mid-afternoon, likely sparking rapid convective initiation despite quite a bit of afternoon cloud cover and resultant questions about the degree of available instability. At the surface, these storms initiated slightly to the north-northwest (cool side) of a quasi-stationary front extending northeastward from a weak-but-evident low pressure center over central KS (around 1004 millibars at 21Z). Despite the aforementioned mostly cloudy skies over South Central Nebraska holding afternoon temperatures down in the upper 70-low 80s (F) most places, the combination of plentiful low-level moisture (dewpoints upper 60s/around 70), weak convergence along the surface frontal zone and favorable timing of the incoming mid-level wave proved sufficient for severe storm development. Mid-afternoon mesoscale parameters in the area of concern featured a decent combination of up to 2000 J/kg mixed-layer CAPE and 40 knots of deep-layer wind shear."
951974,50.0,MG,44.15,-103.12,UNR,2021-05-23 22:53,2021-05-23 22:53,0.0,,"A line of severe thunderstorms developed over Fall River County and tracked northeast across the southern Black Hills into the west central South Dakota plains. A couple of tornadoes developed within the line across Custer County, one south of Custer and the other northeast of Custer. Trees were downed by the tornadoes and the strong straight-line winds that accompanied the line. Hail to quarter size was reported with the storms as well."
951976,50.0,MG,44.05,-103.05,UNR,2021-05-23 22:58,2021-05-23 22:58,0.0,,"A line of severe thunderstorms developed over Fall River County and tracked northeast across the southern Black Hills into the west central South Dakota plains. A couple of tornadoes developed within the line across Custer County, one south of Custer and the other northeast of Custer. Trees were downed by the tornadoes and the strong straight-line winds that accompanied the line. Hail to quarter size was reported with the storms as well."
960902,54.0,MG,34.15,-99.31,OUN,2021-05-04 04:12,2021-05-04 04:12,0.0,Small limbs snapped off of trees.,"Thunderstorms along a cold front moved into western north TX during the late evening of the 3rd into early on the 4th, producing a few severe wind reports and one sub-severe hail report."
960907,62.0,MG,33.98,-98.5,OUN,2021-05-04 05:15,2021-05-04 05:15,0.0,,"Thunderstorms along a cold front moved into western north TX during the late evening of the 3rd into early on the 4th, producing a few severe wind reports and one sub-severe hail report."
961028,50.0,MG,34.08,-98.56,OUN,2021-05-04 05:16,2021-05-04 05:16,0.0,,"Thunderstorms along a cold front moved into western north TX during the late evening of the 3rd into early on the 4th, producing a few severe wind reports and one sub-severe hail report."
961391,52.0,MG,29.54,-98.48,EWX,2021-05-29 02:32,2021-05-29 02:32,0.0,A thunderstorm produced wind gusts measured at 52 kts. by the ASOS at San Antonio International Airport.,"Thunderstorms developed in the warm sector ahead of a cold front. Some of these storms produced large hail, damaging winds, and heavy rain that led to flash flooding. There was one weak tornado."
961392,67.0,MG,29.54,-98.48,EWX,2021-05-29 02:33,2021-05-29 02:33,0.0,A thunderstorm produced wind gusts measured at 77 mph by the ASOS at San Antonio International Airport.,"Thunderstorms developed in the warm sector ahead of a cold front. Some of these storms produced large hail, damaging winds, and heavy rain that led to flash flooding. There was one weak tornado."
985035,53.0,MG,36.27,-98.49,OUN,2021-09-07 23:55,2021-09-07 23:55,0.0,,"A cold front moved into northern Oklahoma during the afternoon of the 7th, helping to initiate thunderstorms. Several of the thunderstorms produced severe wind gusts and hail."
956043,57.0,MG,36.91,-76.27,AKQ,2021-04-21 19:20,2021-04-21 19:20,0.0,Wind gust of 57 knots (66 mph) was measured.,Scattered severe thunderstorms in advance of a cold front produced damaging winds across portions of south central and southeast Virginia.
966995,52.0,MG,42.46,-98.65,LBF,2021-06-24 03:55,2021-06-24 03:55,0.0,A 60 MPH wind gust reported at the O'Neill Airport.,"Scattered severe thunderstorms developed along a warm frontal boundary over far north central Nebraska during the early evening hours of June 23rd. As this activity tracked to the east southeast, it produced hail up to the size of baseballs and wind gusts up to 70 MPH."
966997,54.0,MG,42.56,-99.62,LBF,2021-06-24 04:24,2021-06-24 04:24,0.0,A 62 MPH wind gust was measured at this location by a mesonet station.,"Scattered severe thunderstorms developed along a warm frontal boundary over far north central Nebraska during the early evening hours of June 23rd. As this activity tracked to the east southeast, it produced hail up to the size of baseballs and wind gusts up to 70 MPH."
953207,59.0,MG,34.0302,-102.4077,LUB,2021-05-27 00:30,2021-05-27 00:36,6.0,A Texas Tech West Texas mesonet site near Amherst measured intermittent severe wind gusts from 1830 CST through 1836 CST. A peak wind gust of 68 mph was measured at 1836 CST.,"Persistent southwest flow aloft and a dryline allowed scattered thunderstorms to develop again on the South Plains. Although atmospheric flow continued to be weak, substantial instability supported severe thunderstorms, mostly in the form of strong destructive winds. The most intense storms took aim on Lamb and Hale Counties where they generated large hail and destructive outflow winds. One brief tornado was reported in Hale County to the northwest of Hale Center. Late in the evening, thunderstorms evolved into bowing lines producing severe, damaging winds. These intense winds destroyed several center pivots in Hale County north of Cotton Center. Winds were estimated at 80-90 mph based on an NWS storm survey."
955847,51.0,MG,43.3,-104.02,UNR,2021-06-09 03:36,2021-06-09 03:36,0.0,,A line of severe thunderstorms developed over northeastern Wyoming and tracked east-northeast into southwestern South Dakota. The storms produced very gusty winds. The storms eventually merged into the line to the north and weakened with time.
959593,56.0,MG,31.4,-102.4348,MAF,2021-05-28 23:42,2021-05-28 23:43,1.0000000000000002,A thunderstorm produced a 65 mph wind gust five miles west of Crane.,"A front was across the Permian Basin. A dryline was across Southeast New Mexico and far West Texas. The front and dryline provided lift and a focus for thunderstorms to develop. The atmosphere was very moist and unstable. Wind shear was also high across the area. These conditions resulted in thunderstorms across West Texas that produced hail and strong, damaging winds as well as a tornado."
961493,57.0,MG,38.13,-91.77,SGF,2021-05-27 18:02,2021-05-27 18:02,0.0,The ASOS at the Vichy/Rolla Airport measured a 66 MPH gust from the northwest.,Strong to severe storms with heavy rainfall developed during the late morning of the 27th in association with an upper low pressure system. Widespread flash flooding and wind damage occurred over the region through the late afternoon. There were two brief tornadoes that developed along the leading edge of a quasi-linear convective system (QLCS) to the southwest and southeast of Bolivar. Numerous reports of heavy rainfall between 1 and 4 inches were received across southwestern Missouri. Rainfall accumulations over 5 inches occurred in Joplin and led to flash flooding in the city. Another round of flash flooding occurred along Kelly Creek in Monett and several roadways were closed.
953317,50.0,MG,35.25,-102.36,AMA,2021-05-25 07:38,2021-05-25 07:38,0.0,,"During the afternoon of the 25th, the combination of moderate to high instability and weak to moderate wind shear led to a few isolated supercells that formed along surface boundaries around the Amarillo area and also further northeast around Perryton, Texas as an upper level disturnace approached from the west. While storms were somewhat isolated, they were long lived and tracked across multiple counties producing large hail, the largest of which reached 2 to 3 inches in diameter. While hail was the main threat, there was one wind gust of 58 mph measured in eastern Oldham County early on in the storm development."
957413,56.0,MG,36.48,-96.07,TSA,2021-05-27 19:55,2021-05-27 19:55,0.0,Thunderstorm wind gusts were measured to 64 mph.,"Severe thunderstorms developed across eastern Oklahoma during the afternoon of the 27th, near an outflow boundary from previous storms, and ahead of a cold front. These storms eventually organized into a line and moved through southeastern Oklahoma during the evening. A tornado, large hail up to baseball size, and damaging wind occurred as the storms moved through the area. Some of the thunderstorms moved repeatedly over the same areas, and produced very heavy rainfall rates, which resulted in flash flooding."
985041,75.0,MG,36.85,-99.93,OUN,2021-09-18 00:00,2021-09-18 00:00,0.0,,"Convergence within a surface trough across western Oklahoma and Kansas lead to isolated thunderstorm development during the afternoon of the 17th, with a few severe wind gusts recorded in northwestern Oklahoma."
980399,53.0,MG,32.6995,-100.9243,MAF,2021-09-30 19:35,2021-09-30 19:36,1.0000000000000002,A thunderstorm produced a 61 mph wind gust near Snyder.,"A strengthening upper level low pressure system was over Arizona and New Mexico with attached upper disturbances that moved over West Texas. High low-level moisture values were across the area. A cold front was pushing through the region, and there was a dryline across the Lower Trans Pecos and Permian Basin. Daytime heating allowed for the atmosphere to become unstable. These conditions resulted in thunderstorms that produced strong, damaging winds and hail across West Texas."
980401,62.0,MG,30.05,-102.12,MAF,2021-09-30 23:38,2021-09-30 23:39,1.0000000000000002,A thunderstorm moved across Terrell County and produced a 71 mph wind gust in Dryden.,"A strengthening upper level low pressure system was over Arizona and New Mexico with attached upper disturbances that moved over West Texas. High low-level moisture values were across the area. A cold front was pushing through the region, and there was a dryline across the Lower Trans Pecos and Permian Basin. Daytime heating allowed for the atmosphere to become unstable. These conditions resulted in thunderstorms that produced strong, damaging winds and hail across West Texas."
950987,52.0,MG,41.13,-103.52,CYS,2021-05-21 01:34,2021-05-21 01:34,0.0,,Severe storms moved through Kimball County during the evening of the 20th producing quarter size hail and wind gust up to 60 mph.
953211,74.0,MG,34.0302,-102.4077,LUB,2021-05-27 02:37,2021-05-27 02:38,1.0000000000000002,A Texas Tech University West Texas mesonet site near Amherst measured severe wind gusts of 85 mph from 2037 CST through 2038 CST.,"Persistent southwest flow aloft and a dryline allowed scattered thunderstorms to develop again on the South Plains. Although atmospheric flow continued to be weak, substantial instability supported severe thunderstorms, mostly in the form of strong destructive winds. The most intense storms took aim on Lamb and Hale Counties where they generated large hail and destructive outflow winds. One brief tornado was reported in Hale County to the northwest of Hale Center. Late in the evening, thunderstorms evolved into bowing lines producing severe, damaging winds. These intense winds destroyed several center pivots in Hale County north of Cotton Center. Winds were estimated at 80-90 mph based on an NWS storm survey."
953212,60.0,MG,34.0932,-102.13,LUB,2021-05-27 02:55,2021-05-27 03:05,10.0,A Texas Tech University West Texas mesonet site near Olton measured severe wind gusts from 2055 CST through 2105 CST. A peak wind gust of 69 mph was measured at 2105 CST.,"Persistent southwest flow aloft and a dryline allowed scattered thunderstorms to develop again on the South Plains. Although atmospheric flow continued to be weak, substantial instability supported severe thunderstorms, mostly in the form of strong destructive winds. The most intense storms took aim on Lamb and Hale Counties where they generated large hail and destructive outflow winds. One brief tornado was reported in Hale County to the northwest of Hale Center. Late in the evening, thunderstorms evolved into bowing lines producing severe, damaging winds. These intense winds destroyed several center pivots in Hale County north of Cotton Center. Winds were estimated at 80-90 mph based on an NWS storm survey."
953214,54.0,MG,34.17,-101.72,LUB,2021-05-27 03:55,2021-05-27 03:55,0.0,An AWOS station at Plainview measured a wind gust to 62 mph.,"Persistent southwest flow aloft and a dryline allowed scattered thunderstorms to develop again on the South Plains. Although atmospheric flow continued to be weak, substantial instability supported severe thunderstorms, mostly in the form of strong destructive winds. The most intense storms took aim on Lamb and Hale Counties where they generated large hail and destructive outflow winds. One brief tornado was reported in Hale County to the northwest of Hale Center. Late in the evening, thunderstorms evolved into bowing lines producing severe, damaging winds. These intense winds destroyed several center pivots in Hale County north of Cotton Center. Winds were estimated at 80-90 mph based on an NWS storm survey."
955223,53.0,MG,44.47,-93.17,MPX,2021-06-18 00:19,2021-06-18 00:19,0.0,,"During the late afternoon, and early evening of Thursday, June 17th, thunderstorms began to develop along an outflow boundary from earlier convection across far southern Minnesota. The storms developed in an area of ample instability and wind shear of 40 to 50 knots across southern Minnesota, and into west-central Wisconsin. The first storm developed across northwest Le Sueur County and moved east-northeast across southern Scott, and northern le Sueur County. The city of Lonsdale received hail that measured up to 2.5 inches in diameter. Other hail between an inch, and up to 2 inches in diameter fell along the Scott/Le Sueur County border, eastward toward northern Rice and southern Dakota Counties, and into Goodhue County. Some of the storms deviated well southeast across Goodhue County and produced the largest hailstones of 3 inches in diameter near Cannon Falls. Eventually, other storms developed across southern Minnesota, and moved eastward into west central Wisconsin.||There was an estimated 150 houses that were exposed to the 2 hail or greater. An estimate of 1,000 houses were exposed to 1.5 hail or greater. Based on total and partial roof replacement, the total damages to this hailstorm was approximately 5.5 million dollars."
959719,50.0,MG,32.3251,-102.5169,MAF,2021-05-29 03:32,2021-05-29 03:33,1.0000000000000002,A thunderstorm produced a 58 mph wind gust near Andrews.,"A front was across the Permian Basin. A dryline was across Southeast New Mexico and far West Texas. The front and dryline provided lift and a focus for thunderstorms to develop. The atmosphere was very moist and unstable. Wind shear was also high across the area. These conditions resulted in thunderstorms across West Texas that produced hail and strong, damaging winds as well as a tornado."
953722,55.0,MG,40.79,-103.27,BOU,2021-05-22 01:45,2021-05-22 01:45,0.0,,"Severe thunderstorms produced very strong winds over east central Morgan and north central Logan counties.  Peak winds gusts ranged from 65 to 80 mph, and downed power lines around the towns of Brush and Hillrose."
953903,52.0,MG,45.06,-101.47,ABR,2021-05-24 01:15,2021-05-24 01:15,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
953905,68.0,MG,43.9,-100.12,ABR,2021-05-24 02:40,2021-05-24 02:40,0.0,Severe thunderstorm winds near 80 mph caused multiple semis to top over on Interstate 90. No injuries reported.,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
953907,56.0,MG,44.5,-100.07,ABR,2021-05-24 02:55,2021-05-24 02:55,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958890,72.0,MG,44.08,-99.87,ABR,2021-05-24 03:02,2021-05-24 03:02,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958891,74.0,MG,43.85,-99.56,ABR,2021-05-24 03:17,2021-05-24 03:17,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958892,56.0,MG,44.53,-99.72,ABR,2021-05-24 03:22,2021-05-24 03:22,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958893,51.0,MG,44.26,-99.44,ABR,2021-05-24 03:32,2021-05-24 03:32,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958894,52.0,MG,44.78,-99.45,ABR,2021-05-24 03:47,2021-05-24 03:47,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958895,62.0,MG,45.03,-99.21,ABR,2021-05-24 04:05,2021-05-24 04:05,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
958896,73.0,MG,45.2,-99.61,ABR,2021-05-24 04:07,2021-05-24 04:07,0.0,,A cluster of storms on a cold front moving west to east across the state generated pockets of severe winds.
961496,52.0,MG,37.6,-93.35,SGF,2021-05-27 17:15,2021-05-27 17:15,0.0,The AWOS station KM17 in Bolivar recorded a 52 knot wind gust.,Strong to severe storms with heavy rainfall developed during the late morning of the 27th in association with an upper low pressure system. Widespread flash flooding and wind damage occurred over the region through the late afternoon. There were two brief tornadoes that developed along the leading edge of a quasi-linear convective system (QLCS) to the southwest and southeast of Bolivar. Numerous reports of heavy rainfall between 1 and 4 inches were received across southwestern Missouri. Rainfall accumulations over 5 inches occurred in Joplin and led to flash flooding in the city. Another round of flash flooding occurred along Kelly Creek in Monett and several roadways were closed.
975160,52.0,MG,42.35,-71.86,BOX,2021-07-27 22:20,2021-07-27 22:20,0.0,"In Holden, a gust to 60 mph was reported by a trained spotter.","A cold front entered a marginally unstable, but highly sheared environment during the late afternoon and evening hours.  A broken line of severe thunderstorms moved acros most of Massachusetts and a portion of northern Connecticut and northern Rhode Island."
975152,53.0,MG,42.36,-71.01,BOX,2021-07-27 23:35,2021-07-27 23:35,0.0,The ASOS at Logan International Airport (KBOS) recorded a gust to 61 mph.,"A cold front entered a marginally unstable, but highly sheared environment during the late afternoon and evening hours.  A broken line of severe thunderstorms moved acros most of Massachusetts and a portion of northern Connecticut and northern Rhode Island."
975162,56.0,MG,42.35,-71.86,BOX,2021-07-27 22:32,2021-07-27 22:32,0.0,"In Holden, a trained spotter reported a gust to 65 mph.  There had been a gust to 60 mph 12 minutes earlier at the same location.","A cold front entered a marginally unstable, but highly sheared environment during the late afternoon and evening hours.  A broken line of severe thunderstorms moved acros most of Massachusetts and a portion of northern Connecticut and northern Rhode Island."
959289,55.0,MG,36.28,-96.01,TSA,2021-05-27 21:00,2021-05-27 21:00,0.0,Thunderstorm wind gusts were measured to 63 mph.,"Severe thunderstorms developed across eastern Oklahoma during the afternoon of the 27th, near an outflow boundary from previous storms, and ahead of a cold front. These storms eventually organized into a line and moved through southeastern Oklahoma during the evening. A tornado, large hail up to baseball size, and damaging wind occurred as the storms moved through the area. Some of the thunderstorms moved repeatedly over the same areas, and produced very heavy rainfall rates, which resulted in flash flooding."
962326,52.0,MG,46.36,-102.06,BIS,2021-06-08 21:11,2021-06-08 21:13,2.0000000000000004,,"An extended period consisting of two days of continuous severe weather occurred from June 7 through June 8. Thunderstorms initially developed along a warm front over the James River Valley into parts of south central North Dakota where strong instability and deep layer shear were noted. During the evening, a mix of wind and hail damage occurred. The largest hail reported during this period was 2.25 inches in diameter which occurred in Logan County, while the strongest reported wind gust occurred in LaMoure County, which was estimated at 80 mph. In addition a tornado occurred in Stutsman County. The tornado caused no damage and was rated EF-U, EF Unknown. As the night went on, a strong low level jet sustained severe thunderstorms. These continued into the morning, before storms started gradually spreading to the west along the slow moving, if not stationary, warm front that initiated the storms the previous evening. From early morning into the afternoon, large hail and damaging wind gusts remained a concern, but the primary threat became flooding due to the slow moving storms gradually back-building towards the west. The initial flooding occurred over the southern James River Valley, particularly near the city of Marion in LaMoure County. The flooding concerns then gradually spread west into Kidder, Emmons, Burleigh, and Grant counties. Later in the afternoon into the evening and nighttime hours as the storms developed over far western North Dakota, the main threats changed back to large hail and damaging wind gusts. During this time period, the largest reported hail was the size of a baseball, which fell in Golden Valley County. The strongest reported wind gust was estimated to be at 80 mph, in Billings County."
999017,55.0,MG,43.6213,-91.78,ARX,2021-12-16 01:58,2021-12-16 01:58,0.0,A 63 mph wind gust was measured with a private weather station north of Mabel.,"An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across southeast Minnesota. One person was killed near Rochester (Olmsted County) when a large tree fell on the victim. Twelve tornadoes occurred across parts of Mower, Fillmore, Houston, Dodge, Winona and Wabasha Counties. Eight of these tornadoes were rated EF1 with the others rated EF0.  The tornadoes largely moved through rural areas damaging trees, power lines and farm buildings with the exception of an EF0 tornado that moved through the eastern sections of Preston (Fillmore County) and and EF1 tornado that tracked across Homer (Winona County). In addition to the tornadoes, damaging winds occurred with several reports of wind speeds over 70 mph. The highest recorded wind gusts were 85 mph in Plainview (Wabasha County), 84 mph in Harmony (Fillmore County) and Mabel (Fillmore County) and 83 mph south of Grand Meadow (Mower County). A state of emergency was declared in Fillmore County. The Governor of Minnesota authorized emergency assistance for the following counties: Dodge, Fillmore, Houston, Mower, Olmsted and Wabasha."
960037,37.0,MG,26.15,-80.22,MFL,2021-06-15 19:00,2021-06-15 19:00,0.0,Lauderhill fire department reported a palm tree that was toppled onto a multi-story apartment building during a strong thunderstorm. Video shows that the ground was saturated from heavy rain around the base of the tree. Damage is attributed to estimated winds of 45-50 mph which along with the saturated ground contributed to the tree uprooting.,"Southwesterly flow helped advect deep tropical moisture into South Florida. With a mid level trough in place, cooler air aloft allowed for strong thunderstorms to develop across the east coast in the afternoon and evening hours. A few storms produced damaging winds and Flooding across Broward and Miami-Dade Counties."
995562,56.0,MG,44.07,-91.51,ARX,2021-12-16 02:20,2021-12-16 02:20,0.0,A 65 mph wind gust west of Centerville was measured by a mesonet station.,"An intense storm system moved across the Upper Midwest on December 15th and produced a rare severe weather outbreak across western Wisconsin. Eight tornadoes occurred across parts of Trempealeau, Jackson and Clark Counties. Four of these tornadoes were rated EF2 and three EF1. The most substantial damage from the EF2 tornadoes occurred in Clark County. One tornado destroyed a home in the southwest corner of the county near Five Mile Creek west of Neillsville (Clark County). Another tornado caused extensive damage to farms and trees after moving through Stanley (Chippewa County) into the northwest corner of Clark County. An EF0 tornado passed through Perrot State Park (Trempealeau County) and damaged several homes on the west edge of Trempealeau (Trempealeau County). The other tornadoes largely moved through rural areas damaging trees, power lines and farm buildings. Because of the severe weather threat, the Rotary Lights display in La Crosse (La Crosse County) was closed for the first time in over 26 years where two temporary structures were destroyed."
954976,50.0,MG,47.8,-103.24,BIS,2021-06-05 06:40,2021-06-05 06:43,3.0,,A short-wave trough passing through the area led to some very early morning thunderstorms with gusty winds developing. One storm produced severe wind gusts of 58 mph near Watford City in McKenzie County.
954982,58.0,MG,46.8,-102.8,BIS,2021-06-06 04:04,2021-06-06 04:07,3.0,,"Severe thunderstorms occurred along a cold front that pushed into western and central North Dakota where strong instability and enhanced deep layer shear were noted. Strong wind gusts became the main threat, though one storm did produce large hail in Stark County. The strongest reported wind gusts, estimated at 70 mph, occurred at Beulah in Mercer County."
954983,50.0,MG,47.03,-102.79,BIS,2021-06-06 04:08,2021-06-06 04:12,4.000000000000001,,"Severe thunderstorms occurred along a cold front that pushed into western and central North Dakota where strong instability and enhanced deep layer shear were noted. Strong wind gusts became the main threat, though one storm did produce large hail in Stark County. The strongest reported wind gusts, estimated at 70 mph, occurred at Beulah in Mercer County."
962297,55.0,MG,46.68,-100.24,BIS,2021-06-08 17:47,2021-06-08 17:49,2.0000000000000004,,"An extended period consisting of two days of continuous severe weather occurred from June 7 through June 8. Thunderstorms initially developed along a warm front over the James River Valley into parts of south central North Dakota where strong instability and deep layer shear were noted. During the evening, a mix of wind and hail damage occurred. The largest hail reported during this period was 2.25 inches in diameter which occurred in Logan County, while the strongest reported wind gust occurred in LaMoure County, which was estimated at 80 mph. In addition a tornado occurred in Stutsman County. The tornado caused no damage and was rated EF-U, EF Unknown. As the night went on, a strong low level jet sustained severe thunderstorms. These continued into the morning, before storms started gradually spreading to the west along the slow moving, if not stationary, warm front that initiated the storms the previous evening. From early morning into the afternoon, large hail and damaging wind gusts remained a concern, but the primary threat became flooding due to the slow moving storms gradually back-building towards the west. The initial flooding occurred over the southern James River Valley, particularly near the city of Marion in LaMoure County. The flooding concerns then gradually spread west into Kidder, Emmons, Burleigh, and Grant counties. Later in the afternoon into the evening and nighttime hours as the storms developed over far western North Dakota, the main threats changed back to large hail and damaging wind gusts. During this time period, the largest reported hail was the size of a baseball, which fell in Golden Valley County. The strongest reported wind gust was estimated to be at 80 mph, in Billings County."
962324,59.0,MG,46.36,-102.06,BIS,2021-06-09 05:08,2021-06-09 05:10,2.0000000000000004,,"An extended period consisting of two days of continuous severe weather occurred from June 7 through June 8. Thunderstorms initially developed along a warm front over the James River Valley into parts of south central North Dakota where strong instability and deep layer shear were noted. During the evening, a mix of wind and hail damage occurred. The largest hail reported during this period was 2.25 inches in diameter which occurred in Logan County, while the strongest reported wind gust occurred in LaMoure County, which was estimated at 80 mph. In addition a tornado occurred in Stutsman County. The tornado caused no damage and was rated EF-U, EF Unknown. As the night went on, a strong low level jet sustained severe thunderstorms. These continued into the morning, before storms started gradually spreading to the west along the slow moving, if not stationary, warm front that initiated the storms the previous evening. From early morning into the afternoon, large hail and damaging wind gusts remained a concern, but the primary threat became flooding due to the slow moving storms gradually back-building towards the west. The initial flooding occurred over the southern James River Valley, particularly near the city of Marion in LaMoure County. The flooding concerns then gradually spread west into Kidder, Emmons, Burleigh, and Grant counties. Later in the afternoon into the evening and nighttime hours as the storms developed over far western North Dakota, the main threats changed back to large hail and damaging wind gusts. During this time period, the largest reported hail was the size of a baseball, which fell in Golden Valley County. The strongest reported wind gust was estimated to be at 80 mph, in Billings County."
962354,57.0,MG,48.4,-103.17,BIS,2021-06-11 01:00,2021-06-11 01:04,4.000000000000001,,"A strong short-wave trough moved into the Northern Plains as a slow moving warm front lifted through North Dakota. Very strong instability developed by afternoon, along with increased deep layer shear. The initial storms occurred over west-central and northwest North Dakota. The main concern with these storms was large hail and tornadoes. Multiple tornadoes occurred over western McKenzie County over a similar location, and one occurred in Williams County. Photos of the tornadoes submitted to the National Weather Service indicate that one of them in McKenzie County was quite large. With that said, no damage was reported given the tornadoes occurred in rugged terrain over a rural area, so all were rated EF-U, EF Unknown. As the evening went on, the threats shifted to a mix of strong winds, hail, and heavy rain. The city of Williston was hit the hardest with multiple storms passing over in a short period of time. Flash flooding occurred in the city, which floated vehicles and flooded basements. Hail to the size of tennis balls also fell, causing extensive home and vehicle damage. In addition, very strong winds were reported at the Williston airport, with gusts to 82 mph with one storm, then gusts to 93 mph with the next, causing roof damage. Later in the night the storms became more linear and grew towards the south, while the overall lines moved east. Wind became the primary concern as the storms moved towards the James River Valley where multiple wind damage events occurred. For the whole event, the largest hail reported was the size of tennis balls, in Williston in Williams County. The strongest reported wind gust was 93 mph at the Williston Airport, also in Williams County."
968615,53.0,MG,48.1,-98.9,FGF,2021-06-06 07:55,2021-06-06 07:55,0.0,This wind gust was reported by the DW5459 mesonet station in Devils Lake.,"Thunderstorm clusters formed during the evening hours of June 5th, with several storms producing damaging wind gusts. This episode went through the early morning hours on June 6th. Hail up to one inch was reported."
968616,52.0,MG,48.44,-98.5,FGF,2021-06-06 08:22,2021-06-06 08:22,0.0,This gust was measured by an NDAWN station.,"Thunderstorm clusters formed during the evening hours of June 5th, with several storms producing damaging wind gusts. This episode went through the early morning hours on June 6th. Hail up to one inch was reported."
968617,54.0,MG,48.63,-98.07,FGF,2021-06-06 08:25,2021-06-06 08:25,0.0,This gust was measured by a ND mesonet station.,"Thunderstorm clusters formed during the evening hours of June 5th, with several storms producing damaging wind gusts. This episode went through the early morning hours on June 6th. Hail up to one inch was reported."
968618,55.0,MG,48.49,-98.07,FGF,2021-06-06 08:33,2021-06-06 08:33,0.0,NDAWN station measured this gust.,"Thunderstorm clusters formed during the evening hours of June 5th, with several storms producing damaging wind gusts. This episode went through the early morning hours on June 6th. Hail up to one inch was reported."
968619,52.0,MG,48.97,-97.2,FGF,2021-06-06 01:50,2021-06-06 01:50,0.0,"This gust was measured by the RWIS station located on Highway 171, milepost 1.8.","Thunderstorm clusters formed during the evening hours of June 5th, with several storms producing damaging wind gusts. This episode went through the early morning hours on June 6th. Hail up to one inch was reported."
966096,53.0,MG,40.0167,-102.1799,GLD,2021-06-19 23:44,2021-06-19 23:44,0.0,Mesonet station FIXFARM reported a 61 mph gust as the line of storm move over the location.,"During the evening hours, a large line of storms moves across eastern Colorado producing a swath of damaging wind gusts up to 100 mph across Yuma, Kit Carson, and Cheyenne counties. These strong winds caused damage to trees and powerlines in Yuma county. The greatest amount of damage was in western Yuma County where damage costs estimated around 1 million dollars due to the number of power poles blown down."
